variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
soj_5~~~soj_1~~~soj_2	3.74E-02	6.67E-01	4.18E-01	2.74E-03	3.38E-03	3.42E-02	bad-chisq
group_9589	3.92E-02	7.15E-01	6.69E-01	-1.72E-03	4.02E-03	1.81E-02	
group_9327	3.92E-02	1.85E-01	9.86E-01	7.65E-05	4.37E-03	7.41E-04	bad-chisq
group_8940	3.92E-02	7.15E-01	9.77E-01	1.01E-04	3.49E-03	1.23E-03	
group_8814	3.92E-02	1.85E-01	9.92E-01	4.30E-05	4.05E-03	4.49E-04	bad-chisq
group_8697	3.92E-02	1.85E-01	9.95E-01	1.81E-05	2.87E-03	2.66E-04	bad-chisq
group_8404	3.92E-02	2.26E-01	2.54E-02	-8.14E-02	3.63E-02	9.44E-02	
group_8390	3.92E-02	1.85E-01	3.14E-01	2.95E-02	2.93E-02	4.26E-02	bad-chisq
group_8295	3.92E-02	6.31E-01	9.90E-01	5.13E-05	4.03E-03	5.38E-04	bad-chisq
group_8194	3.92E-02	6.31E-01	7.74E-01	-7.90E-03	2.75E-02	1.22E-02	bad-chisq
group_8105	3.92E-02	7.15E-01	6.69E-01	-1.72E-03	4.02E-03	1.81E-02	
group_8101	3.92E-02	1.85E-01	9.91E-01	2.19E-05	2.00E-03	4.62E-04	bad-chisq
group_8076	3.92E-02	1.85E-01	9.95E-01	2.58E-05	4.04E-03	2.71E-04	bad-chisq
group_7897	3.92E-02	1.85E-01	9.95E-01	2.72E-05	4.05E-03	2.85E-04	bad-chisq
group_7700	3.92E-02	1.85E-01	9.21E-01	3.38E-04	3.39E-03	4.22E-03	bad-chisq
eda~~~eda_2~~~eda_1	3.92E-02	1.85E-01	8.98E-01	5.60E-04	4.37E-03	5.42E-03	bad-chisq
group_7540	3.92E-02	1.85E-01	9.95E-01	1.60E-05	2.64E-03	2.56E-04	bad-chisq
group_7353	3.92E-02	1.85E-01	9.15E-01	5.66E-04	5.31E-03	4.50E-03	bad-chisq
group_7349	3.92E-02	6.31E-01	7.12E-01	1.39E-02	3.75E-02	1.56E-02	bad-chisq
group_7320	3.92E-02	1.85E-01	8.66E-01	7.37E-04	4.36E-03	7.15E-03	bad-chisq
group_7095	3.92E-02	7.15E-01	7.16E-01	-1.46E-03	4.02E-03	1.54E-02	
group_7039	3.92E-02	7.15E-01	3.97E-30	-4.89E-01	4.04E-02	4.56E-01	
group_6935	3.92E-02	6.31E-01	8.75E-01	2.83E-02	1.80E-01	6.64E-03	bad-chisq
group_6903	3.92E-02	1.85E-01	6.49E-01	9.10E-04	2.00E-03	1.92E-02	bad-chisq
group_6880	3.92E-02	1.85E-01	9.97E-01	2.65E-05	6.19E-03	1.81E-04	bad-chisq
group_6690	3.92E-02	7.15E-01	8.00E-01	1.70E-02	6.69E-02	1.07E-02	
group_6674	3.92E-02	1.85E-01	9.94E-01	1.41E-03	1.85E-01	3.21E-04	bad-chisq
group_6487	3.92E-02	6.31E-01	8.44E-01	6.34E-03	3.21E-02	8.34E-03	bad-chisq
group_6458	3.92E-02	6.31E-01	9.84E-01	6.75E-05	3.30E-03	8.66E-04	bad-chisq
group_6048	3.92E-02	1.85E-01	8.72E-01	5.75E-04	3.56E-03	6.84E-03	bad-chisq
group_5945	3.92E-02	1.85E-01	9.94E-01	1.41E-03	1.85E-01	3.21E-04	bad-chisq
group_5931	3.92E-02	6.31E-01	9.89E-01	4.28E-05	3.23E-03	5.60E-04	bad-chisq
group_5866	3.92E-02	1.85E-01	1.49E-01	4.78E-02	3.31E-02	6.09E-02	bad-chisq
group_5823	3.92E-02	1.85E-01	9.95E-01	1.13E-03	1.75E-01	2.74E-04	bad-chisq
group_5709	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_5600	3.92E-02	6.31E-01	8.93E-01	-7.15E-04	5.34E-03	5.66E-03	bad-chisq
group_5585	3.92E-02	6.31E-01	9.40E-01	3.42E-03	4.51E-02	3.21E-03	bad-chisq
group_5378	3.92E-02	1.85E-01	9.91E-01	1.53E-03	1.28E-01	5.03E-04	bad-chisq
group_5283	3.92E-02	1.85E-01	9.54E-01	2.51E-04	4.36E-03	2.43E-03	bad-chisq
group_5272	3.92E-02	7.15E-01	6.69E-01	-1.72E-03	4.02E-03	1.81E-02	
group_5213	3.92E-02	1.85E-01	9.60E-01	3.64E-03	7.29E-02	2.11E-03	bad-chisq
group_5146	3.92E-02	7.15E-01	7.16E-01	-1.46E-03	4.02E-03	1.54E-02	
group_5085	3.92E-02	1.85E-01	9.72E-01	1.37E-03	3.96E-02	1.46E-03	bad-chisq
group_5049	3.92E-02	6.31E-01	2.76E-01	-3.44E-02	3.15E-02	4.61E-02	bad-chisq
group_4933	3.92E-02	1.85E-01	1.00E+00	3.60E-06	6.20E-03	2.46E-05	bad-chisq
group_4926	3.92E-02	1.85E-01	7.99E-01	9.06E-03	3.56E-02	1.08E-02	bad-chisq
group_4881	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_4686	3.92E-02	1.85E-01	9.12E-01	1.80E-02	1.63E-01	4.65E-03	bad-chisq
group_4634	3.92E-02	7.15E-01	2.39E-01	8.44E-02	7.16E-02	4.98E-02	
group_4527	3.92E-02	7.15E-01	6.69E-01	-1.72E-03	4.02E-03	1.81E-02	
group_4488	3.92E-02	1.85E-01	9.58E-01	1.55E-04	2.98E-03	2.20E-03	bad-chisq
group_4209	3.92E-02	1.85E-01	9.89E-01	2.22E-03	1.54E-01	6.10E-04	bad-chisq
group_4177	3.92E-02	1.85E-01	9.87E-01	1.75E-03	1.11E-01	6.67E-04	bad-chisq
nrdE	3.92E-02	6.31E-01	9.19E-01	2.57E-04	2.53E-03	4.30E-03	bad-chisq
group_3999	3.92E-02	1.85E-01	9.37E-01	2.01E-04	2.53E-03	3.37E-03	bad-chisq
group_3848	3.92E-02	6.31E-01	9.13E-01	-4.77E-04	4.36E-03	4.62E-03	bad-chisq
group_3787	3.92E-02	1.85E-01	9.94E-01	1.41E-03	1.85E-01	3.21E-04	bad-chisq
group_3693	3.92E-02	2.26E-01	9.07E-02	-9.63E-02	5.68E-02	7.15E-02	
group_3672	3.92E-02	1.85E-01	5.91E-01	1.84E-02	3.42E-02	2.27E-02	bad-chisq
spoVG_2~~~spoVG	3.92E-02	6.31E-01	9.18E-01	-3.66E-04	3.57E-03	4.34E-03	bad-chisq
codB~~~codB_1	3.92E-02	7.15E-01	8.00E-01	1.70E-02	6.69E-02	1.07E-02	
group_3598	3.92E-02	7.15E-01	8.00E-01	1.70E-02	6.69E-02	1.07E-02	
group_3295	3.92E-02	1.85E-01	9.82E-01	6.07E-05	2.69E-03	9.55E-04	bad-chisq
group_3262	3.92E-02	1.85E-01	9.91E-01	1.67E-03	1.46E-01	4.86E-04	bad-chisq
group_3255	3.92E-02	1.85E-01	9.84E-01	4.32E-03	2.15E-01	8.51E-04	bad-chisq
nicX	3.92E-02	1.85E-01	9.92E-01	2.04E-03	2.09E-01	4.15E-04	bad-chisq
group_3132	3.92E-02	1.85E-01	9.92E-01	1.03E-03	1.05E-01	4.15E-04	bad-chisq
group_3071	3.92E-02	1.85E-01	9.91E-01	1.67E-03	1.46E-01	4.86E-04	bad-chisq
nikB	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_2919	3.92E-02	1.85E-01	9.97E-01	2.65E-05	6.19E-03	1.81E-04	bad-chisq
group_2866	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_2730	3.92E-02	1.85E-01	9.97E-01	2.65E-05	6.19E-03	1.81E-04	bad-chisq
group_2526	3.92E-02	7.15E-01	9.36E-01	3.24E-04	4.04E-03	3.39E-03	
cuyA_1	3.92E-02	1.85E-01	9.60E-01	3.64E-03	7.29E-02	2.11E-03	bad-chisq
group_2142	3.92E-02	1.85E-01	9.63E-01	1.67E-04	3.57E-03	1.98E-03	bad-chisq
group_2140	3.92E-02	2.26E-01	2.96E-01	-3.87E-02	3.70E-02	4.42E-02	
group_1998	3.92E-02	1.85E-01	9.37E-01	2.01E-04	2.53E-03	3.37E-03	bad-chisq
gpmA	3.92E-02	6.31E-01	7.64E-01	1.13E-02	3.75E-02	1.27E-02	bad-chisq
dapE_3~~~ylmB	3.92E-02	1.85E-01	9.97E-01	2.59E-05	6.20E-03	1.77E-04	bad-chisq
capD	3.92E-02	1.85E-01	9.93E-01	2.79E-05	3.16E-03	3.73E-04	bad-chisq
group_1520	3.92E-02	1.85E-01	1.00E+00	3.60E-06	6.20E-03	2.46E-05	bad-chisq
wbjC	3.92E-02	1.85E-01	9.93E-01	2.79E-05	3.16E-03	3.73E-04	bad-chisq
yeeO_4	3.92E-02	1.85E-01	9.91E-01	1.41E-03	1.24E-01	4.84E-04	bad-chisq
group_1201	3.92E-02	2.26E-01	9.07E-02	-9.63E-02	5.68E-02	7.15E-02	
group_1057	3.92E-02	7.15E-01	8.00E-01	1.70E-02	6.69E-02	1.07E-02	
group_907	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_752	3.92E-02	1.85E-01	9.90E-01	2.04E-03	1.57E-01	5.51E-04	bad-chisq
group_732	3.92E-02	1.85E-01	1.00E+00	3.89E-06	6.20E-03	2.65E-05	bad-chisq
group_623	3.92E-02	1.85E-01	9.97E-01	2.65E-05	6.19E-03	1.81E-04	bad-chisq
ddpA	3.92E-02	1.85E-01	2.93E-01	3.30E-02	3.13E-02	4.45E-02	bad-chisq
group_555	3.92E-02	2.26E-01	9.07E-02	-9.63E-02	5.68E-02	7.15E-02	
group_270	3.92E-02	1.85E-01	9.92E-01	1.03E-03	1.05E-01	4.15E-04	bad-chisq
group_16	3.92E-02	1.85E-01	9.94E-01	1.41E-03	1.85E-01	3.21E-04	bad-chisq
group_21098	3.74E-02	1.96E-01	9.99E-01	4.31E-06	3.68E-03	4.95E-05	bad-chisq
group_15022	3.74E-02	1.96E-01	8.97E-01	6.87E-04	5.32E-03	5.46E-03	bad-chisq
group_15005	3.74E-02	6.67E-01	9.39E-01	3.56E-03	4.63E-02	3.25E-03	bad-chisq
def_3	3.74E-02	1.96E-01	8.89E-01	5.14E-03	3.67E-02	5.92E-03	bad-chisq
group_14391	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_14332	3.74E-02	6.64E-01	9.65E-01	-2.70E-04	6.13E-03	1.87E-03	
group_14205	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_14195	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_14194	3.74E-02	1.96E-01	9.86E-01	5.73E-05	3.30E-03	7.34E-04	bad-chisq
group_14159	3.74E-02	1.96E-01	9.82E-01	1.38E-04	6.15E-03	9.47E-04	bad-chisq
group_14006	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_13989	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_13495	3.74E-02	6.67E-01	9.48E-01	-2.28E-03	3.47E-02	2.79E-03	bad-chisq
group_13475	3.74E-02	6.64E-01	6.61E-02	-6.54E-02	3.55E-02	7.76E-02	
group_13470	3.74E-02	6.67E-01	8.32E-01	2.55E-02	1.21E-01	8.95E-03	bad-chisq
group_13292	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_12437	3.74E-02	6.67E-01	9.71E-01	-2.23E-04	6.13E-03	1.54E-03	bad-chisq
group_12234	3.74E-02	6.67E-01	9.95E-01	3.11E-05	5.35E-03	2.46E-04	bad-chisq
group_11967	3.74E-02	1.96E-01	9.57E-01	2.34E-04	4.36E-03	2.27E-03	bad-chisq
group_11516	3.74E-02	1.96E-01	9.71E-01	1.92E-04	5.36E-03	1.52E-03	bad-chisq
topB~~~topB_2	3.74E-02	1.94E-01	8.55E-01	-6.52E-04	3.56E-03	7.74E-03	
group_11388	3.57E-02	2.07E-01	9.90E-01	3.71E-05	3.10E-03	5.06E-04	bad-chisq
group_11370	3.74E-02	8.88E-11	4.69E-01	-3.61E-02	4.98E-02	3.06E-02	
group_11243	3.74E-02	1.96E-01	9.96E-01	2.27E-05	4.04E-03	2.37E-04	bad-chisq
group_11015	3.74E-02	6.67E-01	9.56E-01	-2.22E-04	4.04E-03	2.32E-03	bad-chisq
nusG_2	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_10769	3.74E-02	1.96E-01	9.87E-01	3.58E-05	2.21E-03	6.85E-04	bad-chisq
group_10765	3.74E-02	1.96E-01	9.87E-01	8.19E-05	5.03E-03	6.88E-04	bad-chisq
gyrB_3~~~gyrB_1~~~gyrB_2	3.74E-02	1.96E-01	9.84E-01	1.20E-04	6.11E-03	8.30E-04	bad-chisq
xis	3.74E-02	6.67E-01	9.61E-01	-1.28E-04	2.61E-03	2.08E-03	bad-chisq
group_10176	3.74E-02	1.96E-01	9.38E-01	3.13E-04	4.05E-03	3.27E-03	bad-chisq
group_10118	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
xerC_2~~~xerC_4	3.74E-02	6.67E-01	9.03E-01	-5.34E-04	4.37E-03	5.17E-03	bad-chisq
group_10014	3.74E-02	1.96E-01	9.94E-01	1.88E-05	2.61E-03	3.05E-04	bad-chisq
group_9845	3.74E-02	6.64E-01	8.68E-01	-5.27E-04	3.16E-03	7.04E-03	
group_9808	3.74E-02	1.96E-01	9.54E-01	3.09E-04	5.31E-03	2.46E-03	bad-chisq
group_9695	3.74E-02	6.67E-01	6.24E-01	1.10E-03	2.25E-03	2.07E-02	bad-chisq
radA_2~~~dnaC_2~~~dnaC_1	3.74E-02	1.96E-01	4.64E-01	3.01E-02	4.10E-02	3.10E-02	bad-chisq
group_9575	3.74E-02	6.64E-01	2.88E-01	-5.05E-02	4.75E-02	4.49E-02	
group_9400	3.74E-02	6.67E-01	8.63E-01	-1.06E-03	6.16E-03	7.30E-03	bad-chisq
group_9336	3.74E-02	1.96E-01	9.96E-01	2.12E-05	4.05E-03	2.22E-04	bad-chisq
group_8937	3.74E-02	6.67E-01	9.59E-01	-2.76E-04	5.35E-03	2.18E-03	bad-chisq
group_8900	3.74E-02	1.96E-01	4.60E-01	3.40E-02	4.60E-02	3.13E-02	bad-chisq
group_8884	3.74E-02	1.96E-01	9.76E-01	1.24E-04	4.04E-03	1.30E-03	bad-chisq
ntpJ~~~ntpJ_2~~~ktrB~~~ktrB_1~~~ktrB_2	3.74E-02	1.96E-01	9.81E-01	7.87E-05	3.39E-03	9.83E-04	bad-chisq
group_8710	3.74E-02	6.67E-01	4.63E-01	3.55E-02	4.84E-02	3.10E-02	bad-chisq
group_8484	3.74E-02	6.64E-01	6.82E-01	-1.71E-02	4.19E-02	1.73E-02	
group_8332	3.74E-02	6.64E-01	5.17E-01	3.17E-02	4.90E-02	2.74E-02	
group_8287	3.74E-02	6.67E-01	8.46E-01	-5.31E-04	2.73E-03	8.21E-03	bad-chisq
group_8271	3.74E-02	6.67E-01	9.10E-01	-3.73E-04	3.31E-03	4.78E-03	bad-chisq
aptB_1~~~dxs_3	3.74E-02	6.64E-01	9.90E-01	5.92E-04	4.62E-02	5.42E-04	
aptA_1~~~aptA_3~~~aptA_2	3.74E-02	6.64E-01	9.90E-01	5.92E-04	4.62E-02	5.42E-04	
group_7969	3.74E-02	1.96E-01	9.60E-01	3.66E-03	7.27E-02	2.13E-03	bad-chisq
group_7914	3.74E-02	6.67E-01	9.40E-01	-2.68E-04	3.57E-03	3.17E-03	bad-chisq
group_7638	3.74E-02	6.67E-01	9.44E-01	-4.32E-04	6.09E-03	3.00E-03	bad-chisq
ydiP	3.74E-02	1.96E-01	9.83E-01	9.52E-05	4.36E-03	9.24E-04	bad-chisq
group_7352	3.74E-02	1.96E-01	9.29E-01	5.49E-04	6.15E-03	3.78E-03	bad-chisq
group_7350	3.74E-02	1.96E-01	1.00E+00	1.30E-06	4.06E-03	1.35E-05	bad-chisq
group_7292	3.74E-02	6.67E-01	9.83E-01	1.81E-03	8.43E-02	9.09E-04	bad-chisq
chuR~~~moaA_2	3.74E-02	6.67E-01	5.74E-01	-2.32E-02	4.12E-02	2.38E-02	bad-chisq
group_7022	3.74E-02	6.67E-01	5.91E-01	-2.28E-02	4.25E-02	2.27E-02	bad-chisq
group_6808	3.74E-02	1.96E-01	9.93E-01	1.01E-03	1.22E-01	3.50E-04	bad-chisq
group_6744	3.74E-02	1.96E-01	9.97E-01	1.57E-05	4.37E-03	1.52E-04	bad-chisq
group_6629	3.74E-02	1.96E-01	1.00E+00	1.25E-06	4.06E-03	1.30E-05	bad-chisq
group_6593	3.74E-02	1.96E-01	9.89E-01	2.26E-03	1.69E-01	5.65E-04	bad-chisq
sigI7	3.74E-02	1.96E-01	9.95E-01	1.80E-05	2.87E-03	2.65E-04	bad-chisq
group_6529	3.74E-02	1.96E-01	8.02E-01	1.54E-03	6.11E-03	1.06E-02	bad-chisq
btsR	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_6288	3.74E-02	6.67E-01	9.48E-01	2.39E-04	3.69E-03	2.74E-03	bad-chisq
group_6274	3.74E-02	6.67E-01	5.19E-01	-2.33E-02	3.61E-02	2.73E-02	bad-chisq
group_5882	3.74E-02	1.96E-01	1.00E+00	1.49E-06	4.06E-03	1.55E-05	bad-chisq
group_5738	3.57E-02	2.07E-01	9.31E-01	5.34E-04	6.17E-03	3.66E-03	bad-chisq
group_5642	3.74E-02	1.96E-01	4.60E-01	3.40E-02	4.60E-02	3.13E-02	bad-chisq
group_5535	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_5225	3.74E-02	1.96E-01	9.51E-01	3.76E-04	6.16E-03	2.58E-03	bad-chisq
group_5201	3.74E-02	6.67E-01	9.48E-01	-2.28E-03	3.47E-02	2.79E-03	bad-chisq
group_5112	3.74E-02	6.64E-01	9.75E-01	1.93E-04	6.15E-03	1.33E-03	
group_5055	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_5041	3.74E-02	6.67E-01	9.48E-01	-2.28E-03	3.47E-02	2.79E-03	bad-chisq
group_5023	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_4870	3.74E-02	1.96E-01	9.19E-01	4.69E-03	4.62E-02	4.29E-03	bad-chisq
group_4830	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_4697	3.74E-02	1.96E-01	9.89E-01	1.89E-03	1.42E-01	5.63E-04	bad-chisq
group_4691	3.74E-02	1.96E-01	9.20E-01	2.92E-04	2.92E-03	4.23E-03	bad-chisq
group_4659	3.74E-02	1.96E-01	9.11E-01	3.85E-03	3.42E-02	4.75E-03	bad-chisq
pyrC_1~~~pyrC	3.74E-02	1.96E-01	9.53E-01	2.40E-04	4.05E-03	2.51E-03	bad-chisq
group_4508	3.74E-02	1.96E-01	9.11E-01	3.85E-03	3.42E-02	4.75E-03	bad-chisq
group_4153	3.74E-02	1.96E-01	9.95E-01	1.80E-05	2.87E-03	2.65E-04	bad-chisq
group_4004	3.74E-02	1.96E-01	1.00E+00	3.55E-06	6.20E-03	2.42E-05	bad-chisq
group_3900	3.74E-02	6.67E-01	9.25E-01	4.11E-04	4.37E-03	3.98E-03	bad-chisq
group_3897	3.74E-02	1.96E-01	9.97E-01	2.55E-05	6.20E-03	1.74E-04	bad-chisq
group_3756	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_3748	3.74E-02	1.96E-01	9.11E-01	3.85E-03	3.42E-02	4.75E-03	bad-chisq
bssD_2	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_3138	3.74E-02	1.96E-01	1.00E+00	1.30E-06	4.06E-03	1.35E-05	bad-chisq
group_3127	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_3092	3.74E-02	1.96E-01	8.02E-01	4.37E-02	1.74E-01	1.06E-02	bad-chisq
uxaC_2~~~uxaC_1	3.74E-02	1.96E-01	8.02E-01	1.54E-03	6.11E-03	1.06E-02	bad-chisq
lnrL	3.74E-02	1.96E-01	9.42E-01	3.32E-03	4.53E-02	3.10E-03	bad-chisq
gsiC_3	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
cutD	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_2816	3.74E-02	1.96E-01	9.95E-01	2.14E-05	3.78E-03	2.40E-04	bad-chisq
yhdN	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
iolU_3	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_2516	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
purM	3.74E-02	1.96E-01	9.32E-01	5.25E-04	6.13E-03	3.62E-03	bad-chisq
group_2318	3.74E-02	1.96E-01	9.90E-01	1.58E-03	1.31E-01	5.12E-04	bad-chisq
group_2309	3.74E-02	1.96E-01	9.81E-01	1.00E-03	4.11E-02	1.03E-03	bad-chisq
group_2260	3.74E-02	6.67E-01	8.74E-01	-6.89E-04	4.35E-03	6.70E-03	bad-chisq
group_2154	3.74E-02	6.64E-01	7.16E-01	-1.46E-03	4.02E-03	1.54E-02	
group_2110	3.74E-02	1.96E-01	1.00E+00	2.32E-06	5.37E-03	1.82E-05	bad-chisq
lacZ_3~~~lacZ_2	3.74E-02	1.96E-01	9.11E-01	3.85E-03	3.42E-02	4.75E-03	bad-chisq
gfo	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_1878	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
lctP	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
melD_3~~~melD_2	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_1801	3.74E-02	1.96E-01	8.96E-01	5.80E-03	4.45E-02	5.51E-03	bad-chisq
group_1750	3.74E-02	1.96E-01	9.11E-01	3.85E-03	3.42E-02	4.75E-03	bad-chisq
cutC_2~~~cutC_4	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_1710	3.74E-02	1.96E-01	1.00E+00	1.24E-06	6.20E-03	8.47E-06	bad-chisq
group_1690	3.74E-02	1.96E-01	9.42E-01	3.32E-03	4.53E-02	3.10E-03	bad-chisq
group_1674	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
csdB~~~pflD_2	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_1625	3.74E-02	6.64E-01	7.91E-01	-1.62E-03	6.11E-03	1.12E-02	
group_1621	3.74E-02	2.47E-03	8.20E-01	-9.13E-03	4.00E-02	9.65E-03	
group_1505	3.74E-02	3.05E-02	7.72E-01	-1.26E-03	4.37E-03	1.22E-02	
melD_5~~~melD_1	3.74E-02	1.96E-01	8.96E-01	5.80E-03	4.45E-02	5.51E-03	bad-chisq
group_1397	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_1342	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_1207	3.74E-02	1.96E-01	9.97E-01	4.52E-04	1.05E-01	1.82E-04	bad-chisq
group_1171	3.74E-02	1.96E-01	9.42E-01	3.32E-03	4.53E-02	3.10E-03	bad-chisq
group_921	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_718	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_489	3.74E-02	1.96E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
bmrA_1	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
bmrA_2	3.74E-02	6.67E-01	8.47E-01	-6.88E-04	3.57E-03	8.15E-03	bad-chisq
group_341	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
group_250	3.74E-02	6.64E-01	6.69E-01	-1.72E-03	4.03E-03	1.81E-02	
cutC_5	3.74E-02	1.96E-01	4.46E-01	2.66E-02	3.49E-02	3.23E-02	bad-chisq
group_201	3.74E-02	1.96E-01	7.09E-01	1.56E-02	4.17E-02	1.58E-02	bad-chisq
group_21097	3.57E-02	2.07E-01	9.98E-01	7.86E-06	3.69E-03	9.01E-05	bad-chisq
group_15175	3.57E-02	2.07E-01	1.00E+00	2.09E-06	4.06E-03	2.17E-05	bad-chisq
group_14677	3.57E-02	2.07E-01	9.18E-01	4.90E-03	4.75E-02	4.36E-03	bad-chisq
group_14621	3.57E-02	2.07E-01	9.17E-01	3.59E-03	3.46E-02	4.39E-03	bad-chisq
group_14466	3.57E-02	2.07E-01	9.87E-01	5.39E-05	3.41E-03	6.68E-04	bad-chisq
group_14154	3.57E-02	7.06E-01	8.73E-01	-6.94E-04	4.35E-03	6.75E-03	bad-chisq
group_13278	3.57E-02	2.07E-01	1.00E+00	9.09E-07	3.40E-03	1.13E-05	bad-chisq
group_13171	3.57E-02	1.64E-01	1.29E-01	-7.76E-02	5.10E-02	6.42E-02	
group_13162	3.57E-02	7.06E-01	9.25E-01	-5.81E-04	6.18E-03	3.98E-03	bad-chisq
group_13102	3.57E-02	7.06E-01	4.01E-01	9.06E-02	1.08E-01	3.56E-02	bad-chisq
group_12940	3.57E-02	2.07E-01	9.79E-01	1.64E-04	6.17E-03	1.13E-03	bad-chisq
ylaC	3.57E-02	2.27E-02	1.70E-02	-8.58E-02	3.58E-02	1.01E-01	
group_12181	3.39E-02	2.19E-01	9.55E-01	2.31E-04	4.05E-03	2.41E-03	bad-chisq
senX3~~~sasA_8~~~sasA_12~~~sasA_3~~~sasA_9	3.57E-02	2.07E-01	5.08E-01	1.90E-03	2.86E-03	2.80E-02	bad-chisq
group_12172	3.57E-02	2.07E-01	9.90E-01	6.42E-05	5.33E-03	5.09E-04	bad-chisq
group_12082	3.57E-02	2.07E-01	9.67E-01	2.56E-04	6.10E-03	1.78E-03	bad-chisq
group_11904	3.39E-02	2.19E-01	9.55E-01	2.31E-04	4.05E-03	2.41E-03	bad-chisq
group_11901	3.39E-02	2.19E-01	9.54E-01	2.32E-04	4.05E-03	2.42E-03	bad-chisq
group_11848	3.57E-02	7.06E-01	8.68E-01	1.02E-03	6.15E-03	7.02E-03	bad-chisq
group_11536	3.57E-02	7.06E-01	9.74E-01	8.89E-05	2.76E-03	1.36E-03	bad-chisq
group_11433	3.57E-02	7.06E-01	9.83E-01	1.12E-04	5.34E-03	8.89E-04	bad-chisq
group_11385	3.57E-02	7.06E-01	9.86E-01	8.77E-05	5.02E-03	7.39E-04	bad-chisq
group_11384	3.57E-02	7.06E-01	9.86E-01	8.77E-05	5.02E-03	7.39E-04	bad-chisq
hxlR	3.57E-02	6.12E-01	9.94E-01	-3.19E-05	4.04E-03	3.34E-04	
